PIXEL_INDEX,H,Mg,Al,Si,Ca,Ti,Fe,K,Th,U,Sm,Gd,O,MIN_LAT (deg),MAX_LAT(deg),MAX_LON deg,MIN_LON deg
430,4.8008662132208e-05,0.035681424,0.091562477,0.2160966958916533,0.1580484487197328,0.00083803,0.037410404,0.000405107,7.405114395373874e-07,2.0118370733880178e-07,1.5804355588186772e-06,2.0545662264642807e-06,0.4599048270699017,-32.5,-27.5,-140,-145
431,4.31235666241708e-05,0.044264559,0.073541774,0.2091085770047724,0.1593559373035079,0.000399766,0.036091671,0.000285298,5.697493136216683e-07,1.545906678401525e-07,6.322304615354049e-07,8.218995999960265e-07,0.4769071153204057,-32.5,-27.5,-135,-140
432,4.894170657544231e-05,0.012507955,0.099146342,0.1879522494489191,0.1358688802353931,0.002955233,0.029120045,0.000259584,6.085380770056341e-07,1.6521780026204497e-07,1.679618421002556e-07,2.1835039473033226e-07,0.5321396098929339,-32.5,-27.5,-130,-135
433,5.977555346718698e-05,0.013283114,0.081756375,0.1942553760757195,0.1491963196980329,0.00258048,0.026197835,0.000259445,3.870371040824112e-07,1.0478164849507221e-07,0,0,0.5324107878162184,-32.5,-27.5,-125,-130
434,6.41452752550019e-05,0.009840647,0.075134803,0.2030326233291441,0.1683108253085757,0,0.032187113,0.000283734,1.549351305820664e-07,4.1404908882400507e-08,0,0,0.5111459126145077,-32.5,-27.5,-120,-125
435,5.887633870932251e-05,0.017652075,0.080718042,0.1660592378232887,0.1542616862151605,0.002737946,0.028423124,0.00017348,3.7167648226019523e-07,1.0063469645036614e-07,0,0,0.54991506,-32.5,-27.5,-115,-120
436,5.118925248569826e-05,0.010940137,0.075038923,0.1819093401937174,0.1642943952519945,0.002553293,0.027574232,0.000322819,5.863748034534308e-07,1.5922977026129486e-07,0,0,0.5373149257515522,-32.5,-27.5,-110,-115
437,3.569360493945569e-05,0.029074627,0.098484475,0.1948892739698255,0.1459291992639916,0.001151614,0.025102606,0.000306002,4.360162296915989e-07,1.1810666365598573e-07,0,0,0.5050259546783397,-32.5,-27.5,-105,-110
438,2.064643827011945e-05,0.007281653,0.082928993,0.1659858602463781,0.1551755992472188,0.003416674,0.027362618,0.000263358,3.528046691150269e-07,9.550398063839461e-08,0,0,0.5575641492995649,-32.5,-27.5,-100,-105
439,3.2092703321803416e-05,0.024343157,0.080088941,0.1815573826957527,0.1439139486176096,0.003515436,0.037249993,0.000200997,2.888823741692441e-07,7.797901232866366e-08,0,0,0.529097686,-32.5,-27.5,-95,-100
440,3.807777640227468e-05,0.013703117,0.072465662,0.1898896192910001,0.1546631635414728,0.002401182,0.030651903,0.000237758,1.6297949479232945e-07,4.3636279269200624e-08,1.0234751812780233e-07,1.3305177356614305e-07,0.5359490762063501,-32.5,-27.5,-90,-95
441,2.425531143582541e-05,0.021576408,0.067913296,0.1788160674667633,0.1192873542816327,0.003148664,0.030499204,0,2.8547214975387525e-07,7.712803002203956e-08,1.453240203165432e-07,1.8892122641150618e-07,0.5787340536962391,-32.5,-27.5,-85,-90
442,5.1090880818395496e-05,0.027524576,0.090905285,0.1901030000835018,0.1506453131122631,0.002077691,0.030097755,0.000177285,1.7516724844087368e-07,4.689588967048029e-08,0,0,0.5084177828434437,-32.5,-27.5,-80,-85
443,6.982233297139575e-05,0.033958946,0.083842612,0.2021118808930891,0.1224562512918795,0.003971665,0.036083543,0.000142124,2.1581993207403259e-07,5.8009566719629215e-08,0,0,0.5173628812325899,-32.5,-27.5,-75,-80
444,8.370457280495971e-05,0.029951208,0.095807794,0.2152778538317558,0.144498659,0.001985578,0.035353492,0.000324186,5.147642847859902e-07,1.3955528379850132e-07,0,0,0.4767168700813206,-32.5,-27.5,-70,-75
445,6.433580145754363e-05,0.021109097,0.094728147,0.2141683526415281,0.162907679,0.00207375,0.039178133,0.000390795,6.280510635235797e-07,1.704717073732998e-07,5.058530462805762e-07,6.57608960164749e-07,0.4653777483452778,-32.5,-27.5,-65,-70
446,6.70681180117455e-05,0.039649924,0.062191143,0.2226963197865225,0.1695320685349616,0.000901481,0.042854858,0.000341089,9.890151803120537e-07,2.690522483224043e-07,1.8868714882088408e-06,2.452932934671493e-06,0.4617604511528944,-32.5,-27.5,-60,-65
447,6.29959683647261e-05,0.031744697,0.086454208,0.1986484602005863,0.1898950569470244,0.001264942,0.038789636,0.000552066,1.1932434354151291e-06,3.247962470544915e-07,1.819261701977345e-06,2.3650402125705487e-06,0.4525822354027665,-32.5,-27.5,-55,-60
448,6.603853507809036e-05,0.037389993,0.095217436,0.1876787146971837,0.1385782773857204,0.002715203,0.038569428,0.000543161,1.2647754263792426e-06,3.443644407603423e-07,1.764230029915563e-06,2.2934990388902323e-06,0.4992360817617551,-32.5,-27.5,-50,-55
449,6.677104878062331e-05,0.0418731,0.076319092,0.1850797905679618,0.1328419584745532,0.005123251,0.050192709,0.00056752,1.3856528791279689e-06,3.7738259288113125e-07,1.4049836252025356e-06,1.8264787127632968e-06,0.5079308129777076,-32.5,-27.5,-45,-50
450,6.901321198554022e-05,0.056996031,0.071266117,0.2139982929485768,0.1628977954111128,0.007911212,0.06846443,0.000706148,1.4767512981918806e-06,4.021329312520992e-07,1.617930066373846e-07,2.103309086286e-07,0.4176887082142191,-32.5,-27.5,-40,-45
451,6.175267003333028e-05,0.059072069,0.084208794,0.1856748427606089,0.1722049191696727,0.008204934,0.07322279,0.000831804,1.4983545622951572e-06,4.080629440449528e-07,1.9226253806043402e-07,2.4994129947856417e-07,0.4165157465291937,-32.5,-27.5,-35,-40
452,5.974647488506107e-05,0.0273024,0.08198559,0.1738069436975418,0.154070393,0.016985104,0.069127082,0.001054447,1.8816914614506969e-06,5.127701291722299e-07,5.525857630801273e-07,7.183614920041655e-07,0.475604629,-32.5,-27.5,-30,-35
453,6.0348418868873525e-05,0.039973919,0.091005364,0.2214673963890276,0.2064949089656426,0.019930747,0.089143486,0.001744069,2.854003005620175e-06,7.780012420976082e-07,1.7256855010052513e-07,2.2433911513068265e-07,0.3301757313709049,-32.5,-27.5,-25,-30
454,5.971909156516066e-05,0.053056797,0.082827713,0.1924378040037007,0.1279679521798089,0.010440034,0.070485454,0.001430353,2.676580871829609e-06,7.297698457765912e-07,5.142171929138822e-06,6.684823507880469e-06,0.4612789409013343,-32.5,-27.5,-20,-25
455,4.248507357259951e-05,0.048363041,0.073449519,0.173093662,0.1549293942872069,0.011981999,0.072454341,0.001422867,2.975898608394853e-06,8.114993301524656e-07,6.716691028733637e-06,8.731698337353729e-06,0.4642434555083976,-32.5,-27.5,-15,-20
456,4.4263448047302574e-05,0.053563885,0.090416715,0.1807322440205871,0.1321795358489997,0.009848271,0.059286881,0.00126734,2.9027031409126896e-06,7.914956443777424e-07,6.731666904001452e-06,8.751166975201889e-06,0.4726416880613631,-32.5,-27.5,-10,-15
457,4.049910689403892e-05,0.050556288,0.058322701,0.1545648638872946,0.1660417802247332,0.005894454,0.050266068,0.000935217,1.932676083207553e-06,5.268297100916408e-07,5.718457289260272e-06,7.433994476038355e-06,0.513362516,-32.5,-27.5,-5,-10
458,4.1132770853055634e-05,0.048824827,0.1073856055442246,0.1702078475359391,0.1310010414298968,0.005442348,0.03850605,0.000821757,1.828483220070777e-06,4.982464662294305e-07,4.053196191067449e-06,5.269155048387684e-06,0.4977577407838908,-32.5,-27.5,0,-5
459,4.143880094142262e-05,0.061803292,0.07822525,0.187363175,0.1460864812386665,0,0.043487994,0.000538097,1.315072674895615e-06,3.580875654590915e-07,2.033225427868093e-06,2.6431930562285216e-06,0.4824479222281207,-32.5,-27.5,5,0
460,4.069289480809791e-05,0.054985773,0.089325705,0.1790691194701174,0.1261630161012023,0.003013952,0.03925472,0.000510602,1.3978689822651212e-06,3.807077424316861e-07,2.9408698986107632e-06,3.823130868193992e-06,0.5076278764067341,-32.5,-27.5,10,5
461,4.978612336546411e-05,0.061670768,0.085097244,0.2101814702124356,0.1566197492198651,0.002101941,0.04203053,0.000572445,1.4688294115929515e-06,3.9996902705417233e-07,3.365581912091389e-06,4.375256485718806e-06,0.4416664565100032,-32.5,-27.5,15,10
462,5.891985923249362e-05,0.06604247,0.091427737,0.1964120476233317,0.1543637689533991,0.00129151,0.042630808,0.000590556,1.5567099909892344e-06,4.2398501427601627e-07,2.881788855808085e-06,3.746325512550511e-06,0.447173574,-32.5,-27.5,20,15
463,6.458888725920404e-05,0.049123541,0.07501425,0.2043109807327458,0.1580734740887446,0.001529076,0.042592069,0.000509724,1.1267078996842426e-06,3.066606612595076e-07,2.85983373487293e-06,3.717783855334808e-06,0.4687742845662948,-32.5,-27.5,25,20
464,6.41715098716672e-05,0.031504805,0.082145203,0.2048149449560298,0.1271281641188775,0.004500235,0.039635387,0.000400071,1.0914775807220471e-06,2.970572132076015e-07,1.7441727385152166e-06,2.2674245600697818e-06,0.5098016182110034,-32.5,-27.5,30,25
465,5.823083155067764e-05,0.035979661,0.077658156,0.1919446819140663,0.149317172,0.002805338,0.038908176,0.000454461,8.823368830428776e-07,2.399820212670536e-07,1.9976712359875742e-06,2.5969726067838462e-06,0.5028684056529282,-32.5,-27.5,35,30
466,7.342425974562133e-05,0.055353128,0.1001044011889734,0.2054487231536361,0.1569463922711518,0.00069225,0.038072816,0.000340057,1.1551119172542756e-06,3.143504122073947e-07,2.328329972562145e-06,3.026828964330788e-06,0.4429619835293384,-32.5,-27.5,40,35
467,5.332723913486816e-05,0.046747851,0.085792796,0.2142920587932131,0.1536703046366206,0.000953663,0.04251215,0.000357957,9.341567868665544e-07,2.5405060751875734e-07,1.5405717379105956e-06,2.002743259283774e-06,0.4556151603006751,-32.5,-27.5,45,40
468,4.720604166681358e-05,0.049294662,0.075288381,0.2067585931331585,0.145217977,0.001499092,0.03937411,0.000311075,7.435089908445744e-07,2.0205047304152762e-07,1.636254324559845e-06,2.1271306219277987e-06,0.4822041941518017,-32.5,-27.5,50,45
469,3.742174152580634e-05,0.039773479,0.062191553,0.1875287926528648,0.1428965625804187,0.002574791,0.036537201,9.8967290186344e-05,5.464272176861581e-07,1.483329364664851e-07,1.2885048958641916e-06,1.6750563646234492e-06,0.5283575738218771,-32.5,-27.5,55,50
470,4.228320367671565e-05,0.037444636,0.077646379,0.1921255231327066,0.140277578,0.00160921,0.036567795,0.000154877,1.4953120538640676e-07,3.9938796082057494e-08,1.267808674304429e-06,1.6481512765957577e-06,0.5141286138742844,-32.5,-27.5,60,55
471,3.768069405628644e-05,0.03969245,0.070215124,0.1817920704381088,0.1473912985942535,0.003087712,0.042553636,0.000169167,3.94085035156249e-07,1.066993662359167e-07,6.115706146306659e-07,7.950417990198656e-07,0.5150589539172481,-32.5,-27.5,65,60
472,4.67565646723437e-05,0.051136081,0.061883876,0.1839561904410096,0.1622821217259447,0.002868911,0.037839439,0.000187591,3.7871134340981866e-07,1.0250188398046022e-07,9.400000223955652e-07,1.2220000291142346e-06,0.4997963882735216,-32.5,-27.5,70,65
473,5.485797147082219e-05,0.064793442,0.085221378,0.1878954267575199,0.1283940369161537,0.003582789,0.041692796,0.000216881,5.912209086485119e-07,1.604421710840004e-07,2.629818075464829e-07,3.4187634981042776e-07,0.4881470360939034,-32.5,-27.5,75,70
474,6.335035496829397e-05,0.037450613,0.078848239,0.2038750863916594,0.1424407983138346,0.001225699,0.04225873,0.000294627,5.680014596477593e-07,1.5413314609887206e-07,0,0,0.4935421355083685,-32.5,-27.5,80,75
475,5.5119894500650415e-05,0.048344009,0.067085857,0.1647930729595808,0.1543323346477116,0.000868029,0.036540043,0.000242984,5.932358186461117e-07,1.611300607068536e-07,5.781784011420828e-07,7.516319214847076e-07,0.527736466,-32.5,-27.5,85,80
476,6.567005996853736e-05,0.050186739,0.083261044,0.1850972803842573,0.1296676394653582,0.001842911,0.045827471,0.000526744,6.847985404257165e-07,1.860561720585101e-07,6.838218440880947e-08,8.889683973145234e-08,0.5035234740637731,-32.5,-27.5,90,85
477,7.80404609354723e-05,0.027521728,0.08631944,0.211847102,0.1452947048470612,0.003854671,0.047701893,0.000655847,8.376961396874369e-07,2.2772779997452962e-07,0,0,0.4767255087466239,-32.5,-27.5,95,90
478,6.545613865156242e-05,0.054365654,0.057719258,0.1910986224129216,0.1544237419006729,0.002447432,0.048925036,0.000345754,6.827469693739157e-07,1.8550727005907014e-07,0,0,0.4906081782399574,-32.5,-27.5,100,95
479,5.4635040473438926e-05,0.040311548,0.083486568,0.1979925781932062,0.1524161334857435,0.003404428,0.050955316,0.000495848,6.162552440955805e-07,1.6728576753482206e-07,0,0,0.4708821608985634,-32.5,-27.5,105,100
480,7.724368027117112e-05,0.058728707,0.066075277,0.2132064299473225,0.1383488928207824,0.003721762,0.051001488,0.000122583,5.069624973497364e-07,1.3744608029035426e-07,0,0,0.4687169730249079,-32.5,-27.5,110,105
481,5.275651564546118e-05,0.026689511,0.080159766,0.1748403958446431,0.1418162899795917,0.004442159,0.046568251,0.000198366,4.015045127984934e-07,1.0874368694034293e-07,0,0,0.5252319949542144,-32.5,-27.5,115,110
482,6.4832846433184e-05,0.037296161,0.083835435,0.1881285877741792,0.1578116682136452,0.001884481,0.0412791,0.000209931,3.618387023689865e-07,9.787157390365072e-08,0,0,0.4894893435018919,-32.5,-27.5,120,115
483,5.015480700012078e-05,0.042406076,0.083755675,0.1817874313700246,0.1621696980976185,0.003213434,0.038805587,0.000122217,5.418278948621954e-07,1.47004590401857e-07,0,0,0.4876890378298901,-32.5,-27.5,125,120
484,7.56516634620645e-05,0.032977617,0.095028248,0.2002014814071701,0.1286410375379845,0.002672606,0.037519715,0.000236961,4.657051591080566e-07,1.2619949656711985e-07,0,0,0.5026460900192915,-32.5,-27.5,130,125
485,7.306342174025959e-05,0.028323109,0.091152047,0.1954991682370528,0.1404840149416992,0.001302464,0.041495586,0.000364826,5.473818677363729e-07,1.4851008780218734e-07,0,0,0.5013050253150081,-32.5,-27.5,135,130
486,6.13193800300021e-05,0.024980051,0.091013347,0.2206103283250004,0.1568116863873688,0.002817939,0.034423486,0.000380345,7.22119994304046e-07,1.961532391795523e-07,3.079295915375101e-08,4.0030846899876315e-08,0.4689005102316653,-32.5,-27.5,140,135
487,5.213051444149885e-05,0.046396449,0.06944538,0.1982981887767373,0.1768345229647824,0.001090824,0.037921881,0.000350536,8.417247560993892e-07,2.2884356307016327e-07,4.030861538942734e-07,5.240120000625554e-07,0.4696080902570548,-32.5,-27.5,145,140
488,8.391723709432116e-05,0.055057843,0.087462624,0.2332641036213439,0.1476222200415728,0.001151795,0.047103188,0.000402921,1.002219708315276e-06,2.7254719246310925e-07,4.6178986750527204e-07,6.003268277568535e-07,0.427849051,-32.5,-27.5,150,145
489,8.696436528981969e-05,0.045689353,0.1011644544763784,0.2231956752311429,0.172688449,0.001137086,0.042355971,0.000638682,1.0132185797243648e-06,2.755424007912672e-07,2.835280554187497e-07,3.6858647204437453e-07,0.4130414252525152,-32.5,-27.5,155,150
490,5.9122475743156615e-05,0.041943937,0.075241782,0.2056793239467919,0.1496862163102523,0,0.051199599,0.000529711,1.4298962826356075e-06,3.894127342412542e-07,6.329220215836804e-07,8.227986280587846e-07,0.4756570344694499,-32.5,-27.5,160,155
491,3.6207884661118166e-05,0.070793561,0.077908374,0.2289152380585694,0.1474738756254745,0.002872247,0.060308314,0.000724211,1.801225391248719e-06,4.90681192282137e-07,1.0964095526416257e-06,1.4253324184341137e-06,0.4109631589387573,-32.5,-27.5,165,160
492,4.977546864542841e-05,0.051769059,0.062955695,0.2106653077165689,0.153094749,0.001367193,0.071488615,0.000981859,2.2852592937977657e-06,6.228849207092222e-07,3.1024304191634965e-06,4.033159544912547e-06,0.4476177030678675,-32.5,-27.5,170,165
493,4.871821749640457e-05,0.034554835,0.061210727,0.2154808369123256,0.1768277665312731,0.004129828,0.077823399,0.001433676,3.046998083648281e-06,8.308766373388918e-07,4.9184657842402575e-06,6.394005519512335e-06,0.4284750241462206,-32.5,-27.5,175,170
494,8.122719764313946e-05,0.071012499,0.07328113,0.2545536440223176,0.171840486,0.003505714,0.071983499,0.001354117,3.3520244072158667e-06,9.1397909075859e-07,4.678936943505212e-06,6.082618026556774e-06,0.3523726548643797,-32.5,-27.5,180,175
495,5.59684257747926e-05,0.042910569,0.060782991,0.2092954146753777,0.1698419454205987,0.003819202,0.061231239,0.001025765,2.361483943555518e-06,6.437211125051862e-07,2.4024100023969863e-06,3.1231330031160822e-06,0.4510283751133557,-27.5,-22.5,-175,-180
496,3.8692405088361545e-05,0.062753877,0.068636675,0.2177987477629674,0.1946646302835838,5.9000926581986666e-05,0.058534465,0.000939576,2.394058441675409e-06,6.525258181375153e-07,2.542121571013803e-06,3.304758042317944e-06,0.3965654417130791,-27.5,-22.5,-170,-175
497,4.528010219471643e-05,0.040368012,0.081796556,0.2291379610830263,0.1430866656728694,0.003610648,0.053781873,0.0010255,2.091282341211272e-06,5.698991678756067e-07,2.414045720054285e-06,3.1382594360705717e-06,0.4471392907722757,-27.5,-22.5,-165,-170
498,4.857101218661318e-05,0.028999187,0.079175748,0.2323613724432654,0.1375408877089459,0.003703313,0.049933751,0.000798335,1.4937692620482092e-06,4.06808295592167e-07,1.5446079595075552e-06,2.007990347359822e-06,0.4674333815973337,-27.5,-22.5,-160,-165
499,7.819347571874288e-05,0.034606567,0.115891877,0.2204435245460671,0.156811874,0.001991405,0.047304986,0.00078285,9.950235827130175e-07,2.705674041098575e-07,5.317766106147663e-07,6.913095937991963e-07,0.4220862333491704,-27.5,-22.5,-155,-160
500,6.180838781559787e-05,0.060487136,0.075129238,0.2148320914307725,0.1682018390398771,0,0.054684063,0.000420351,1.1584273087749438e-06,3.152219455734512e-07,4.654413762876649e-07,6.050737891739642e-07,0.4261809294431713,-27.5,-22.5,-150,-155
501,6.903259797727687e-05,0.036996698,0.090922055,0.2181637497382844,0.1656119986080317,0.001328475,0.050993924,0.000447047,1.031212501434932e-06,2.8048492580416144e-07,1.10073068358261e-07,1.4309498886573928e-07,0.4354654553658471,-27.5,-22.5,-145,-150
502,4.3476604608068894e-05,0.029924711,0.0854474,0.2029568361795506,0.1572607502463807,0.002091071,0.039876018,0.000425229,7.246808420760939e-07,1.9688295755465838e-07,2.375690239851608e-07,3.08839731180709e-07,0.48197304,-27.5,-22.5,-140,-145
503,4.437077577178345e-05,0.019800099,0.082567031,0.1811363730240347,0.1574605712686545,0.001468614,0.036560983,0.00046965,5.823237498575856e-07,1.5807862573236333e-07,7.905704834209679e-07,1.0277416284472583e-06,0.5204897506273428,-27.5,-22.5,-135,-140
504,6.620740639669978e-05,0.02606862,0.093123352,0.1941731718540024,0.1572340283758926,0.000424058,0.032662394,0.000376214,5.228059797795448e-07,1.417809365031719e-07,0,0,0.4958712885042168,-27.5,-22.5,-130,-135
505,6.833624841324054e-05,0.038265479,0.097043715,0.1863553567212211,0.1445505089083258,0.000395177,0.030410846,0.000181067,1.744027218562886e-07,4.66765612659427e-08,0,0,0.5027292930944279,-27.5,-22.5,-125,-130
506,4.7203260868418e-05,0.028169129,0.091608187,0.1829898053208222,0.1377699865023489,0.002573999,0.027537508,0.000193136,2.737638004999796e-07,7.384123218479527e-08,1.7134009536993693e-07,2.22742123980918e-07,0.5291103042738113,-27.5,-22.5,-120,-125
507,4.772224586953084e-05,0.025297188,0.077558458,0.2015460708191512,0.159938548,0.001036557,0.027991552,0.000164294,3.4959111624094654e-07,9.453141211269945e-08,3.02311800709775e-08,3.9300534092270766e-08,0.5064190966242536,-27.5,-22.5,-115,-120
508,5.293228085647803e-05,0.019735668,0.077692027,0.1698851947505568,0.1514908865041928,0.002147659,0.02639896,0.000273869,1.6536620284647016e-07,4.4314654850667446e-08,2.950144683821649e-07,3.835188088968144e-07,0.5523219152100072,-27.5,-22.5,-110,-115
509,2.799734703377508e-05,0.034863929,0.076157283,0.1929849729945191,0.1574495613931485,0,0.02416105,0.000153853,8.386091663418619e-08,2.2006175796317225e-08,4.145160954386397e-07,5.388709240702317e-07,0.5142002934856317,-27.5,-22.5,-105,-110
510,2.896106865919848e-05,0.025100502,0.072536426,0.1666749137173097,0.1439242356280607,0.001694957,0.023371743,5.483348001843615e-05,2.0645836252720654e-07,5.5573318164085925e-08,1.278555049940685e-07,1.6621215649228905e-07,0.5666128720569038,-27.5,-22.5,-100,-105
511,3.053138980188627e-05,0.034299526,0.1058704984524112,0.1911444643189777,0.1151524691171497,0.001736954,0.033752698,0.000212675,2.919766712667306e-07,7.877055644309617e-08,0,0,0.5177998131658996,-27.5,-22.5,-95,-100
512,2.3836828894815792e-05,0.018173523,0.062764186,0.1815094696743397,0.1565787991439542,0.003862449,0.037213513,0.000211877,3.0019140292647934e-07,8.111150335148606e-08,0,0,0.5396619662317252,-27.5,-22.5,-90,-95
513,2.485599613560436e-05,0.021042001,0.071580548,0.1596058505285238,0.1308636809236214,0.002150942,0.027460316,0.000106972,1.0490876964443173e-07,2.7873151028281136e-08,0,0,0.5871647013893965,-27.5,-22.5,-85,-90
514,4.139414334859506e-05,0.022967343,0.079670546,0.1798500492185206,0.1367345383150129,0.00279783,0.028979082,0.000110544,1.273095164515221e-07,3.3911515550017735e-08,0,0,0.5488485127631262,-27.5,-22.5,-80,-85
515,5.5837791048307297e-05,0.016037157,0.1050365969561354,0.2167573918093543,0.1390694522486743,0.002004591,0.029824603,0.000363295,4.142504673257754e-08,1.0336072141871316e-08,2.587666747746095e-07,3.363966772069924e-07,0.4908504278518244,-27.5,-22.5,-75,-80
516,6.984069617312773e-05,0.039472794,0.1033757337567116,0.1935810955708677,0.1543338579441908,0.001357555,0.033065385,0.000221633,5.003158294422003e-07,1.3561848728462733e-07,9.433862130223097e-08,1.226402076929003e-07,0.4745212518011136,-27.5,-22.5,-70,-75
517,4.438009881834896e-05,0.030512544,0.075620224,0.2075376785467065,0.1611332821084742,0.00222674,0.035605114,0.000317652,5.968281743149094e-07,1.6201958368854354e-07,3.561379039831017e-07,4.629792751780322e-07,0.4870008069368143,-27.5,-22.5,-65,-70
518,4.989416740172734e-05,0.050353086,0.085863713,0.1963382167732045,0.1516917790878808,0.000425281,0.037674906,0.000418101,9.799980097398198e-07,2.665961711128985e-07,1.6267039784664903e-06,2.1147151720064373e-06,0.477180036,-27.5,-22.5,-60,-65
519,6.966061253071833e-05,0.043998718,0.073407717,0.1818884677924827,0.1540083079865866,0.00420934,0.042704183,0.000486542,1.5581881969304669e-06,4.244987569317174e-07,1.2299115133737844e-06,1.59888496738592e-06,0.4992222519856941,-27.5,-22.5,-55,-60
520,7.359593818251416e-05,0.015930289,0.084635074,0.1663184408822372,0.1448350434051706,0.004998757,0.045845584,0.000918393,1.765604155756578e-06,4.811793233637946e-07,2.724617553145895e-06,3.5420028190896634e-06,0.5364363105609266,-27.5,-22.5,-50,-55
521,7.046138067351329e-05,0.051632086,0.082929705,0.1765665672078669,0.1573710600053294,0.007394422,0.057239989,0.000950196,2.176764804223998e-06,5.933047961335899e-07,2.9498623946670224e-06,3.834821113067129e-06,0.4658359587586937,-27.5,-22.5,-45,-50
522,4.4443471210606926e-05,0.054131806,0.06293585,0.2128927731440506,0.1685299500912649,0.015365954,0.1250533379530738,0.001176298,2.044561355907124e-06,5.570416421047178e-07,0,0,0.3598669853258475,-27.5,-22.5,-40,-45
523,3.399666774886163e-05,0.057339232,0.051949,0.2252384846523801,0.1821759685518879,0.019835764,0.1357262572746417,0.001200126,2.529788342738744e-06,6.894760346510014e-07,0,0,0.3264979517601024,-27.5,-22.5,-35,-40
524,5.003231151063638e-05,0.076679041,0.066729262,0.1939453923310026,0.1686993931586239,0.016398511,0.1040719168007315,0.001396213,2.646296067679905e-06,7.213626625537025e-07,0,0,0.3720268712376401,-27.5,-22.5,-30,-35
525,6.091551991259335e-05,0.04757209,0.058137587,0.2183308987188828,0.1947475456727548,0.022281943,0.1115839696150867,0.002050903,3.7332317300976686e-06,1.0181035466552168e-06,1.2044843706889937e-06,1.5658296818956917e-06,0.3452266253159708,-27.5,-22.5,-25,-30
526,5.501891508982419e-05,0.078744662,0.048635259,0.2037806965403371,0.1848674652597242,0.027504979,0.1124347226785915,0.002129594,4.88018040324047e-06,1.3311454205615514e-06,1.4783519900108488e-06,1.921857587014104e-06,0.341837991,-27.5,-22.5,-20,-25
527,5.9711693082183664e-05,0.044796491,0.063594756,0.2590451832083466,0.2077773703624458,0.019798263,0.1536192366884126,0.002757912,5.675652388800319e-06,1.5481863479911943e-06,0,0,0.2485438529811657,-27.5,-22.5,-15,-20
528,3.843685265034197e-05,0.053163375,0.064741082,0.212737918,0.180827052,0.024943088,0.128353841,0.002384926,5.031789249997658e-06,1.3724734115167288e-06,0,0,0.332803878,-27.5,-22.5,-10,-15
529,5.343084244788778e-05,0.060533371,0.082097689,0.2329347158831949,0.2041045536942899,0.020005149,0.095243748,0.002196292,4.470208029139594e-06,1.2191368871889783e-06,2.6322435057498424e-06,3.421916557474795e-06,0.3028193068790404,-27.5,-22.5,-5,-10
530,4.497144858475715e-05,0.024593678,0.094689964,0.1576033291447288,0.128829985,0.005938978,0.054404295,0.001374664,2.398821904369444e-06,6.540320834711256e-07,6.351495049148173e-06,8.256943563892628e-06,0.5325024736105317,-27.5,-22.5,0,-5
531,4.174335834429573e-05,0.053387387,0.070539807,0.1847374516523643,0.1508293542383923,0.001309676,0.042963697,0.000943131,1.8236028361391344e-06,4.969617045089762e-07,4.083508790092265e-06,5.308561427119944e-06,0.495236039,-27.5,-22.5,5,0
532,4.913801897922848e-05,0.040907625,0.067016412,0.1970763816846057,0.1677369620860543,0.001763709,0.045172713,0.000777313,1.9490793961534327e-06,5.311853066713824e-07,2.5326482658538124e-06,3.2924427456099564e-06,0.4794914423521854,-27.5,-22.5,10,5
533,4.483190853338938e-05,0.040249534,0.06132481,0.1867564959213464,0.1599320350997746,0.004445971,0.04383787,0.000709496,1.7662097818975664e-06,4.813020732509793e-07,2.6437003186406155e-06,3.436810414232801e-06,0.5026906283045041,-27.5,-22.5,15,10
534,4.448881456757716e-05,0.039759654,0.077138045,0.1851557594686167,0.1532154118878093,0.002830972,0.044348536,0.000544626,1.473618158216532e-06,4.014060922609533e-07,3.621116996790312e-06,4.707452095827405e-06,0.4969523036328257,-27.5,-22.5,20,15
535,6.635819699069863e-05,0.048519308,0.08669855,0.2048489969064776,0.1520097733923183,0.003165274,0.045005357,0.000611602,1.4462283612848992e-06,3.938373266824097e-07,2.2831557343299627e-06,2.96810245462895e-06,0.4590676895960681,-27.5,-22.5,25,20
536,6.268936146944001e-05,0.062664615,0.1071053234595191,0.2107240467978101,0.1471088322882291,0.000918923,0.037971387,0.000589697,1.2506370468307668e-06,3.4038628313040105e-07,2.577377348433542e-06,3.3505905529636044e-06,0.4328469666974265,-27.5,-22.5,30,25
537,4.833952111119846e-05,0.034978679,0.078274423,0.1968528702734455,0.1594767638160344,0.003472512,0.044137632,0.000596513,1.25917607435828e-06,3.428512996720693e-07,2.5782107256069694e-06,3.3516739432890606e-06,0.4821547359202901,-27.5,-22.5,35,30
538,7.020245700181618e-05,0.047648868,0.053357744,0.1841733226316061,0.1684696485912208,0.002788377,0.048498879,0.000465092,1.1543494042776068e-06,3.142897609890659e-07,1.813884136888408e-06,2.35804937795493e-06,0.4945222260286442,-27.5,-22.5,40,35
539,6.245861403900929e-05,0.057430416,0.088094992,0.1971045823345288,0.121880549,0.005217859,0.044143782,0.000462309,1.1326808619637597e-06,3.082883221725227e-07,2.51959500981072e-06,3.2754735127539363e-06,0.4855958150983108,-27.5,-22.5,45,40
540,5.805512944734467e-05,0.051242631,0.069544256,0.1818601382688435,0.1448701017456253,0.001864716,0.04759746,0.000264291,8.457498362088991e-07,2.299939842635217e-07,1.317981101562027e-06,1.7133754320306355e-06,0.5026942432711552,-27.5,-22.5,50,45
